Player,SEASON_ID,PPG,RPG,APG,BPG,SPG,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FG_PCT,FG3_PCT,FTM,FTA,FT_PCT,Player,TOVPG,PFPG,FG3MPG,FG3APG,FGMPG,FGAPG,OREBPG
Julian Phillips,2023-24,2.22,0.9,0.32,0.18,0.18,CHI,20.0,40,0,323,0.416,0.316,13,19,0.684,Julian Phillips,0.25,1.0,0.3,0.95,0.8,1.92,0.3
Julian Phillips,2024-25,4.63,2.14,0.49,0.25,0.48,CHI,21.0,79,5,1123,0.446,0.327,60,76,0.789,Julian Phillips,0.34,1.4,0.63,1.94,1.62,3.63,0.85
Julian Phillips,2025-26,1.0,0.67,0.11,0.22,0.44,CHI,22.0,9,0,56,0.267,0.143,0,0,0.0,Julian Phillips,0.11,0.6,0.11,0.78,0.44,1.67,0.56
Jalen Pickett,2023-24,1.56,0.52,0.78,0.0,0.15,DEN,24.0,27,0,122,0.429,0.36,3,4,0.75,Jalen Pickett,0.33,0.5,0.33,0.93,0.56,1.3,0.04
Jalen Pickett,2024-25,4.08,1.45,2.18,0.1,0.39,DEN,25.0,49,4,666,0.428,0.396,6,8,0.75,Jalen Pickett,0.49,0.8,0.82,2.06,1.57,3.67,0.31
Jalen Pickett,2025-26,2.4,1.0,1.2,0.0,0.0,DEN,26.0,5,1,39,0.455,0.2,1,1,1.0,Jalen Pickett,0.4,0.6,0.2,1.0,1.0,2.2,0.2
Jamorko Pickett,2021-22,3.85,2.46,0.54,0.54,0.0,DET,24.0,13,0,176,0.36,0.333,1,2,0.5,Jamorko Pickett,0.38,0.9,1.0,3.0,1.38,3.85,0.46
Mickael Pietrus,2003-04,5.26,2.25,0.51,0.23,0.6,GSW,22.0,53,22,746,0.416,0.333,52,75,0.693,Mickael Pietrus,0.75,1.9,0.66,1.98,1.81,4.36,0.91
Mickael Pietrus,2004-05,9.49,2.82,1.22,0.27,0.69,GSW,23.0,67,3,1338,0.427,0.344,141,202,0.698,Mickael Pietrus,1.37,2.1,1.0,2.91,3.19,7.48,0.97
Mickael Pietrus,2005-06,9.25,3.13,0.85,0.19,0.63,GSW,24.0,52,18,1179,0.404,0.318,87,143,0.608,Mickael Pietrus,1.5,2.5,1.08,3.38,3.25,8.04,1.12
Mickael Pietrus,2006-07,11.12,4.54,0.86,0.76,0.67,GSW,25.0,72,38,1937,0.488,0.388,136,210,0.648,Mickael Pietrus,1.46,3.1,1.29,3.33,3.97,8.14,1.12
Mickael Pietrus,2007-08,7.15,3.67,0.74,0.65,1.0,GSW,26.0,66,16,1316,0.439,0.361,66,98,0.673,Mickael Pietrus,0.73,3.0,1.0,2.77,2.58,5.86,1.02
Mickael Pietrus,2008-09,9.44,3.26,1.2,0.44,0.57,ORL,27.0,54,25,1329,0.413,0.359,78,110,0.709,Mickael Pietrus,1.04,2.3,1.48,4.13,3.26,7.89,0.81
Mickael Pietrus,2009-10,8.68,2.87,0.65,0.41,0.71,ORL,28.0,75,24,1687,0.432,0.379,69,109,0.633,Mickael Pietrus,0.92,1.8,1.55,4.08,3.11,7.19,0.52
Mickael Pietrus,2010-11,6.68,2.63,0.53,0.16,0.53,ORL,29.0,19,0,418,0.391,0.391,3,6,0.5,Mickael Pietrus,0.74,1.8,1.79,4.58,2.37,6.05,0.32
Mickael Pietrus,2010-11,7.45,2.0,0.61,0.47,0.5,PHX,29.0,38,4,689,0.392,0.342,36,51,0.706,Mickael Pietrus,0.66,1.7,1.34,3.92,2.58,6.58,0.24
Mickael Pietrus,2010-11,7.19,2.21,0.58,0.37,0.51,TOT,29.0,57,4,1107,0.392,0.36,39,57,0.684,Mickael Pietrus,0.68,1.8,1.49,4.14,2.51,6.4,0.26
Mickael Pietrus,2011-12,6.88,3.1,0.6,0.24,0.5,BOS,30.0,42,6,921,0.385,0.335,20,31,0.645,Mickael Pietrus,0.79,1.9,1.45,4.33,2.48,6.43,0.43
Mickael Pietrus,2012-13,5.26,1.89,0.47,0.32,0.63,TOR,31.0,19,16,386,0.347,0.313,12,18,0.667,Mickael Pietrus,0.84,1.7,1.05,3.37,1.79,5.16,0.26
Theo Pinson,2018-19,4.5,2.0,1.17,0.0,0.33,BKN,23.0,18,0,211,0.342,0.261,19,22,0.864,Theo Pinson,1.0,0.8,0.67,2.56,1.39,4.06,0.22
Theo Pinson,2019-20,3.64,1.64,1.7,0.12,0.52,BKN,24.0,33,0,365,0.29,0.188,15,16,0.938,Theo Pinson,1.0,1.1,0.45,2.42,1.36,4.7,0.3
Theo Pinson,2020-21,0.12,0.29,0.06,0.0,0.0,NYK,25.0,17,0,34,0.111,0.0,0,0,0.0,Theo Pinson,0.06,0.2,0.0,0.47,0.06,0.53,0.0
Theo Pinson,2021-22,2.53,1.11,0.89,0.11,0.26,DAL,26.0,19,0,148,0.359,0.333,10,10,1.0,Theo Pinson,0.26,0.6,0.53,1.58,0.74,2.05,0.11
Theo Pinson,2022-23,2.38,1.58,1.15,0.02,0.15,DAL,27.0,40,1,323,0.356,0.355,11,13,0.846,Theo Pinson,0.3,0.8,0.55,1.55,0.78,2.17,0.25
Scotty Pippen Jr.,2022-23,2.33,0.67,0.33,0.17,0.33,LAL,22.0,6,0,32,0.333,0.333,5,9,0.556,Scotty Pippen Jr.,0.33,0.5,0.17,0.5,0.67,2.0,0.33
Scotty Pippen Jr.,2023-24,12.9,3.19,4.67,0.48,1.71,MEM,23.0,21,16,527,0.493,0.417,41,55,0.745,Scotty Pippen Jr.,2.67,2.9,1.43,3.43,4.76,9.67,1.05
Scotty Pippen Jr.,2024-25,9.86,3.28,4.39,0.38,1.3,MEM,24.0,79,21,1683,0.48,0.397,122,171,0.713,Scotty Pippen Jr.,1.75,2.6,1.1,2.77,3.61,7.52,0.82
Dexter Pittman,2010-11,1.0,1.5,0.0,0.0,0.0,MIA,23.0,2,0,11,0.333,0.0,0,0,0.0,Dexter Pittman,1.0,1.0,0.0,0.0,0.5,1.5,0.5
Dexter Pittman,2011-12,3.03,2.03,0.26,0.23,0.23,MIA,24.0,35,6,301,0.468,0.0,18,28,0.643,Dexter Pittman,0.49,2.1,0.0,0.0,1.26,2.69,0.77
Dexter Pittman,2012-13,1.5,1.75,0.0,0.0,0.0,MIA,25.0,4,0,12,0.6,0.0,0,0,0.0,Dexter Pittman,0.5,1.0,0.0,0.0,0.75,1.25,1.0
Dexter Pittman,2012-13,0.29,0.71,0.0,0.0,0.0,MEM,25.0,7,0,20,0.167,0.0,0,3,0.0,Dexter Pittman,0.14,0.6,0.0,0.0,0.14,0.86,0.43
Dexter Pittman,2012-13,0.73,1.09,0.0,0.0,0.0,TOT,25.0,11,0,32,0.364,0.0,0,3,0.0,Dexter Pittman,0.27,0.7,0.0,0.0,0.36,1.0,0.64
Dexter Pittman,2013-14,0.0,1.5,0.0,0.0,0.0,ATL,26.0,2,0,3,0.0,0.0,0,2,0.0,Dexter Pittman,0.0,0.0,0.0,0.0,0.0,0.5,1.5
Zoran Planinic,2003-04,3.12,1.12,1.39,0.06,0.27,NJN,21.0,49,1,471,0.411,0.281,38,60,0.633,Zoran Planinic,0.73,1.4,0.18,0.65,1.08,2.63,0.29
Zoran Planinic,2004-05,5.05,1.6,1.02,0.0,0.58,NJN,22.0,43,8,515,0.448,0.375,46,66,0.697,Zoran Planinic,0.95,1.8,0.35,0.93,1.81,4.05,0.44
Zoran Planinic,2005-06,3.41,1.32,0.95,0.07,0.36,NJN,23.0,56,1,596,0.361,0.232,46,66,0.697,Zoran Planinic,0.77,1.6,0.23,1.0,1.18,3.27,0.25
Tibor Pleiss,2015-16,2.0,1.25,0.17,0.17,0.08,UTA,26.0,12,0,82,0.44,0.0,2,2,1.0,Tibor Pleiss,0.67,1.6,0.0,0.17,0.92,2.08,0.5
Daeqwon Plowden,2024-25,7.17,1.83,0.33,0.0,0.0,ATL,26.0,6,0,72,0.64,0.529,2,2,1.0,Daeqwon Plowden,0.67,1.7,1.5,2.83,2.67,4.17,0.67
Marshall Plumlee,2016-17,1.9,2.43,0.48,0.19,0.19,NYK,24.0,21,1,170,0.533,0.0,8,19,0.421,Marshall Plumlee,0.57,1.1,0.0,0.0,0.76,1.43,1.1
Marshall Plumlee,2017-18,1.75,2.12,0.25,0.12,0.0,MIL,25.0,8,0,52,0.333,0.0,12,16,0.75,Marshall Plumlee,0.38,1.2,0.0,0.0,0.12,0.38,0.5
Mason Plumlee,2013-14,7.43,4.4,0.86,0.79,0.7,BKN,24.0,70,22,1275,0.659,0.0,122,195,0.626,Mason Plumlee,1.1,2.4,0.0,0.04,2.84,4.31,1.41
Mason Plumlee,2014-15,8.74,6.24,0.9,0.77,0.79,BKN,25.0,82,45,1743,0.573,0.0,157,317,0.495,Mason Plumlee,1.29,2.5,0.0,0.04,3.41,5.96,2.13
Mason Plumlee,2015-16,9.13,7.66,2.76,1.04,0.83,POR,26.0,82,82,2084,0.516,0.0,215,335,0.642,Mason Plumlee,1.88,3.1,0.0,0.05,3.26,6.3,2.45
Mason Plumlee,2016-17,11.06,8.0,3.96,1.17,0.93,POR,27.0,54,54,1516,0.532,0.0,127,224,0.567,Mason Plumlee,1.63,2.8,0.0,0.09,4.35,8.19,2.22
Mason Plumlee,2016-17,9.07,6.41,2.59,1.07,0.7,DEN,27.0,27,10,632,0.547,0.0,47,76,0.618,Mason Plumlee,1.7,2.9,0.0,0.04,3.67,6.7,1.85
Mason Plumlee,2016-17,10.4,7.47,3.51,1.14,0.85,TOT,27.0,81,64,2148,0.536,0.0,174,300,0.58,Mason Plumlee,1.65,2.8,0.0,0.07,4.12,7.69,2.1
Mason Plumlee,2017-18,7.08,5.41,1.92,1.09,0.66,DEN,28.0,74,26,1439,0.601,0.0,82,179,0.458,Mason Plumlee,1.38,2.5,0.0,0.01,2.99,4.97,1.78
Mason Plumlee,2018-19,7.77,6.39,2.96,0.93,0.8,DEN,29.0,82,17,1731,0.593,0.2,111,198,0.561,Mason Plumlee,1.54,3.1,0.02,0.12,3.2,5.39,2.01
Mason Plumlee,2019-20,7.16,5.2,2.52,0.62,0.54,DEN,30.0,61,1,1057,0.615,0.0,83,155,0.535,Mason Plumlee,1.34,2.3,0.0,0.08,2.9,4.72,1.61
Mason Plumlee,2020-21,10.38,9.27,3.61,0.89,0.77,DET,31.0,56,56,1499,0.614,0.0,113,169,0.669,Mason Plumlee,1.88,3.3,0.0,0.12,4.18,6.8,2.59
Mason Plumlee,2021-22,6.53,7.74,3.1,0.71,0.84,CHA,32.0,73,73,1793,0.641,0.0,67,171,0.392,Mason Plumlee,1.37,3.1,0.0,0.03,2.81,4.38,2.41
Mason Plumlee,2022-23,12.23,9.66,3.66,0.62,0.62,CHA,33.0,56,56,1596,0.669,0.0,155,256,0.605,Mason Plumlee,1.55,2.9,0.0,0.0,4.73,7.07,3.34
Mason Plumlee,2022-23,7.48,6.91,1.74,0.52,0.48,LAC,33.0,23,4,457,0.727,0.0,44,57,0.772,Mason Plumlee,1.3,2.4,0.0,0.0,2.78,3.83,1.83
Mason Plumlee,2022-23,10.85,8.86,3.1,0.59,0.58,TOT,33.0,79,60,2053,0.68,0.0,199,313,0.636,Mason Plumlee,1.48,2.7,0.0,0.0,4.16,6.13,2.9
Mason Plumlee,2023-24,5.3,5.09,1.2,0.37,0.3,LAC,34.0,46,11,674,0.569,0.0,70,99,0.707,Mason Plumlee,0.78,1.5,0.0,0.13,1.89,3.33,1.3
Mason Plumlee,2024-25,4.5,6.15,1.81,0.64,0.45,PHX,35.0,74,21,1300,0.619,0.0,83,128,0.648,Mason Plumlee,0.8,2.1,0.0,0.05,1.69,2.73,1.57
Mason Plumlee,2025-26,0.67,1.0,0.33,0.0,0.0,CHA,35.0,3,0,12,1.0,0.0,0,0,0.0,Mason Plumlee,0.33,0.3,0.0,0.0,0.33,0.33,0.0
Miles Plumlee,2012-13,0.93,1.57,0.14,0.21,0.0,IND,24.0,14,0,55,0.238,0.0,3,4,0.75,Miles Plumlee,0.21,0.4,0.0,0.0,0.36,1.5,0.86
Miles Plumlee,2013-14,8.07,7.82,0.54,1.12,0.62,PHX,25.0,80,79,1964,0.517,0.0,74,132,0.561,Miles Plumlee,1.39,2.3,0.0,0.0,3.58,6.91,2.48
Miles Plumlee,2014-15,4.31,5.07,0.5,1.02,0.65,PHX,26.0,54,28,1005,0.549,0.0,19,38,0.5,Miles Plumlee,0.83,1.8,0.0,0.0,1.98,3.61,1.76
Miles Plumlee,2014-15,3.21,2.42,0.37,0.58,0.32,MIL,26.0,19,0,189,0.492,0.0,3,8,0.375,Miles Plumlee,0.32,0.6,0.0,0.0,1.53,3.11,0.89
Miles Plumlee,2014-15,4.03,4.38,0.47,0.9,0.56,TOT,26.0,73,28,1194,0.535,0.0,22,46,0.478,Miles Plumlee,0.7,1.5,0.0,0.0,1.86,3.48,1.53
Miles Plumlee,2015-16,5.15,3.8,0.26,0.82,0.34,MIL,27.0,61,14,870,0.601,0.0,34,59,0.576,Miles Plumlee,0.66,1.2,0.0,0.0,2.3,3.82,1.54
Miles Plumlee,2016-17,2.56,1.66,0.56,0.28,0.34,MIL,28.0,32,12,310,0.441,0.0,22,35,0.629,Miles Plumlee,0.69,1.5,0.0,0.0,0.94,2.12,0.72
Miles Plumlee,2016-17,2.38,3.23,0.23,0.31,0.54,CHA,28.0,13,0,174,0.583,0.0,3,4,0.75,Miles Plumlee,0.62,1.9,0.0,0.0,1.08,1.85,1.15
Miles Plumlee,2016-17,2.51,2.11,0.47,0.29,0.4,TOT,28.0,45,12,485,0.478,0.0,25,39,0.641,Miles Plumlee,0.67,1.6,0.0,0.0,0.98,2.04,0.84
Miles Plumlee,2017-18,4.31,4.15,0.82,0.55,0.31,ATL,29.0,55,35,918,0.583,0.0,27,60,0.45,Miles Plumlee,1.15,1.4,0.0,0.0,1.91,3.27,1.4
Miles Plumlee,2018-19,4.44,2.17,0.94,0.22,0.33,ATL,30.0,18,0,173,0.667,0.0,16,30,0.533,Miles Plumlee,0.56,0.8,0.0,0.0,1.78,2.67,0.89
Brandin Podziemski,2023-24,9.22,5.77,3.69,0.19,0.82,GSW,21.0,74,28,1968,0.454,0.385,50,79,0.633,Brandin Podziemski,1.19,1.6,1.22,3.16,3.66,8.07,1.59
Brandin Podziemski,2024-25,11.67,5.08,3.44,0.2,1.08,GSW,22.0,64,33,1716,0.445,0.372,72,95,0.758,Brandin Podziemski,1.17,1.5,1.8,4.83,4.38,9.83,1.02
Brandin Podziemski,2025-26,12.0,4.67,3.08,0.25,1.33,GSW,22.0,12,7,341,0.452,0.364,20,26,0.769,Brandin Podziemski,1.33,2.4,1.67,4.58,4.33,9.58,0.5
Jakob Poeltl,2016-17,3.06,3.06,0.22,0.37,0.31,TOR,21.0,54,4,626,0.583,0.0,31,57,0.544,Jakob Poeltl,0.54,2.1,0.0,0.0,1.24,2.13,1.44
Jakob Poeltl,2017-18,6.91,4.79,0.7,1.22,0.48,TOR,22.0,82,0,1524,0.659,0.5,60,101,0.594,Jakob Poeltl,1.04,2.6,0.01,0.02,3.09,4.68,2.01
Jakob Poeltl,2018-19,5.49,5.32,1.21,0.88,0.38,SAS,23.0,77,24,1273,0.645,0.0,49,92,0.533,Jakob Poeltl,0.62,1.6,0.0,0.0,2.43,3.77,2.31
Jakob Poeltl,2019-20,5.64,5.68,1.76,1.44,0.56,SAS,24.0,66,18,1171,0.624,0.0,40,86,0.465,Jakob Poeltl,0.82,1.9,0.0,0.0,2.52,4.03,1.98
Jakob Poeltl,2020-21,8.59,7.93,1.94,1.78,0.68,SAS,25.0,69,51,1845,0.616,0.0,63,124,0.508,Jakob Poeltl,1.2,2.5,0.0,0.0,3.84,6.23,3.17
Jakob Poeltl,2021-22,13.46,9.32,2.78,1.74,0.66,SAS,26.0,68,67,1970,0.618,1.0,94,190,0.495,Jakob Poeltl,1.6,3.1,0.01,0.01,6.03,9.75,3.85
Jakob Poeltl,2022-23,12.09,9.04,3.07,1.13,0.78,SAS,27.0,46,46,1199,0.616,0.0,78,129,0.605,Jakob Poeltl,2.09,2.6,0.0,0.02,5.2,8.43,3.3
Jakob Poeltl,2022-23,13.12,9.12,2.15,1.31,1.15,TOR,27.0,26,25,707,0.652,0.0,41,72,0.569,Jakob Poeltl,1.12,3.0,0.0,0.0,5.77,8.85,3.23
Jakob Poeltl,2022-23,12.46,9.07,2.74,1.19,0.92,TOT,27.0,72,71,1906,0.629,0.0,119,201,0.592,Jakob Poeltl,1.74,2.7,0.0,0.01,5.4,8.58,3.28
Jakob Poeltl,2023-24,11.1,8.58,2.54,1.52,0.7,TOR,28.0,50,50,1319,0.656,0.0,59,107,0.551,Jakob Poeltl,1.54,3.0,0.0,0.0,4.96,7.56,2.92
Jakob Poeltl,2024-25,14.46,9.6,2.77,1.25,1.16,TOR,29.0,57,56,1686,0.627,0.333,97,144,0.674,Jakob Poeltl,1.95,3.1,0.02,0.05,6.37,10.16,3.32
Jakob Poeltl,2025-26,8.29,7.14,1.71,0.71,0.43,TOR,30.0,7,7,167,0.667,0.0,6,13,0.462,Jakob Poeltl,1.43,4.1,0.0,0.0,3.71,5.57,2.86
Vincent Poirier,2019-20,1.86,1.95,0.36,0.41,0.09,BOS,26.0,22,0,130,0.472,0.5,6,7,0.857,Vincent Poirier,0.36,1.1,0.05,0.09,0.77,1.64,0.59
Vincent Poirier,2020-21,0.8,1.4,0.2,0.3,0.0,PHI,27.0,10,0,39,0.25,0.0,2,6,0.333,Vincent Poirier,0.4,0.8,0.0,0.1,0.3,1.2,0.6
Aleksej Pokusevski,2020-21,8.16,4.71,2.16,0.93,0.44,OKC,19.0,45,28,1090,0.341,0.28,31,42,0.738,Aleksej Pokusevski,2.2,1.3,1.29,4.6,3.09,9.07,0.67
Aleksej Pokusevski,2021-22,7.61,5.21,2.15,0.62,0.64,OKC,20.0,61,12,1233,0.408,0.289,35,50,0.7,Aleksej Pokusevski,1.54,1.4,0.93,3.23,3.05,7.48,1.2
Aleksej Pokusevski,2022-23,8.12,4.68,1.88,1.26,0.59,OKC,21.0,34,25,701,0.434,0.365,22,35,0.629,Aleksej Pokusevski,1.26,1.7,1.12,3.06,3.18,7.32,1.32
Aleksej Pokusevski,2023-24,1.2,1.0,0.5,0.1,0.1,OKC,22.0,10,0,60,0.25,0.182,2,4,0.5,Aleksej Pokusevski,0.3,0.5,0.2,1.1,0.4,1.6,0.2
Aleksej Pokusevski,2023-24,7.44,4.39,1.67,0.67,0.78,CHA,22.0,18,0,345,0.429,0.364,28,37,0.757,Aleksej Pokusevski,0.89,0.9,0.89,2.44,2.5,5.83,0.83
Aleksej Pokusevski,2023-24,5.21,3.18,1.25,0.46,0.54,TOT,22.0,28,0,405,0.405,0.327,30,41,0.732,Aleksej Pokusevski,0.68,0.8,0.64,1.96,1.75,4.32,0.61
Quincy Pondexter,2010-11,2.85,1.33,0.42,0.15,0.26,NOH,23.0,66,6,734,0.406,0.36,24,34,0.706,Quincy Pondexter,0.24,1.0,0.27,0.76,1.11,2.73,0.35
Quincy Pondexter,2011-12,4.23,1.97,0.42,0.08,0.42,MEM,24.0,64,8,1002,0.452,0.301,33,53,0.623,Quincy Pondexter,0.47,1.4,0.34,1.14,1.69,3.73,0.86
Quincy Pondexter,2012-13,6.36,2.24,1.03,0.1,0.59,MEM,25.0,59,1,1243,0.428,0.395,59,75,0.787,Quincy Pondexter,0.71,1.6,1.02,2.58,2.17,5.07,0.73
Quincy Pondexter,2013-14,6.27,1.73,1.33,0.07,0.33,MEM,26.0,15,2,270,0.392,0.324,21,26,0.808,Quincy Pondexter,1.0,1.2,0.73,2.27,2.07,5.27,0.67
Quincy Pondexter,2014-15,4.47,1.9,0.93,0.17,0.17,MEM,27.0,30,2,540,0.356,0.233,21,30,0.7,Quincy Pondexter,0.33,1.6,0.57,2.43,1.6,4.5,0.67
Quincy Pondexter,2014-15,8.98,3.07,1.47,0.42,0.31,NOP,27.0,45,28,1253,0.449,0.433,50,66,0.758,Quincy Pondexter,0.91,2.3,1.64,3.8,3.11,6.93,0.73
Quincy Pondexter,2014-15,7.17,2.6,1.25,0.32,0.25,TOT,27.0,75,30,1793,0.421,0.373,71,96,0.74,Quincy Pondexter,0.68,2.0,1.21,3.25,2.51,5.96,0.71
Quincy Pondexter,2017-18,1.96,1.17,0.39,0.09,0.35,CHI,30.0,23,1,196,0.286,0.136,14,17,0.824,Quincy Pondexter,0.48,1.0,0.13,0.96,0.61,2.13,0.35
Quincy Pondexter,2018-19,1.85,0.87,0.45,0.02,0.21,SAS,31.0,53,0,292,0.5,0.333,34,42,0.81,Quincy Pondexter,0.25,0.5,0.11,0.34,0.55,1.09,0.15
Yves Pons,2021-22,1.08,1.0,0.08,0.33,0.08,MEM,23.0,12,0,71,0.313,0.333,0,2,0.0,Yves Pons,0.08,0.5,0.25,0.75,0.42,1.33,0.42
Jordan Poole,2019-20,8.82,2.07,2.35,0.18,0.61,GSW,21.0,57,14,1274,0.333,0.279,95,119,0.798,Jordan Poole,1.3,1.6,1.3,4.65,2.93,8.81,0.16
Jordan Poole,2020-21,12.0,1.8,1.94,0.18,0.51,GSW,22.0,51,7,988,0.432,0.351,105,119,0.882,Jordan Poole,1.0,1.7,1.9,5.41,4.02,9.29,0.29
Jordan Poole,2021-22,18.49,3.42,4.0,0.3,0.79,GSW,23.0,76,51,2283,0.448,0.364,246,266,0.925,Jordan Poole,2.46,2.7,2.78,7.63,6.24,13.92,0.45
Jordan Poole,2022-23,20.43,2.74,4.5,0.26,0.77,GSW,24.0,82,43,2458,0.43,0.336,361,415,0.87,Jordan Poole,3.07,2.6,2.61,7.77,6.71,15.59,0.39
Jordan Poole,2023-24,17.38,2.72,4.4,0.32,1.1,WAS,25.0,78,66,2346,0.413,0.326,192,219,0.877,Jordan Poole,2.41,3.1,2.36,7.23,6.28,15.21,0.41
